,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,qc_summary
142,143.0,2022-11-04 19:59:24,False,True,True,True,True,False,True,58.91272452,56.0,pass_all
143,144.0,2022-11-04 20:03:32,False,True,True,True,True,False,True,81.14773314,87.0,pass_all
144,145.0,2022-11-04 20:06:44,False,True,True,True,True,False,True,81.18740598,74.0,pass_all
145,146.0,2022-11-04 20:10:36,False,True,True,True,True,False,True,123.0919321,125.0,pass_all
146,147.0,2022-11-04 20:13:47,False,True,True,False,False,False,True,99.5904576,119.0,fail_stanford
147,148.0,2022-11-04 20:17:39,False,True,True,True,True,False,True,101.2627893,126.0,pass_all
148,149.0,2022-11-04 20:21:10,False,True,True,True,True,False,True,101.0325596,111.0,pass_all
149,150.0,2022-11-04 20:25:01,False,True,True,True,True,False,True,100.9828818,114.0,pass_all
150,151.0,2022-11-04 20:28:15,False,True,True,True,True,False,True,101.0915484,162.0,pass_all
151,152.0,2022-11-04 20:31:59,False,True,True,False,False,False,True,74.33418278,78.0,fail_stanford
152,153.0,2022-11-07 19:23:44,False,True,True,True,True,False,True,13.7239522,29.0,pass_all
153,154.0,2022-11-07 19:27:06,False,True,True,True,True,False,True,13.68441815,20.0,pass_all
154,155.0,2022-11-07 19:31:26,False,True,True,False,False,False,True,22.49686095,28.0,fail_stanford
155,156.0,2022-11-07 19:35:30,False,True,True,True,True,False,True,22.55459476,18.0,pass_all
156,157.0,2022-11-07 19:39:48,False,True,True,True,True,False,True,22.67514006,33.0,pass_all
157,158.0,2022-11-07 19:43:46,False,True,True,False,False,False,True,12.15056545,14.0,fail_stanford
158,159.0,2022-11-07 19:48:21,False,True,True,True,True,False,True,20.93361796,27.0,pass_all
159,160.0,2022-11-07 19:52:30,False,True,True,True,True,False,True,19.55596406,21.0,pass_all
160,161.0,2022-11-07 19:57:16,False,True,True,True,True,False,True,19.47538077,20.0,pass_all
161,162.0,2022-11-07 20:01:21,False,True,True,True,True,False,True,19.44430178,20.0,pass_all
162,163.0,2022-11-07 20:05:41,False,True,True,True,True,False,True,19.4477775,30.0,pass_all
163,164.0,2022-11-07 20:09:26,True,False,True,False,False,False,False,0.0,,fail_stanford
164,165.0,2022-11-07 20:13:59,True,False,True,True,True,False,False,0.0,,pass_all
165,166.0,2022-11-07 20:18:16,False,True,True,False,False,False,True,16.57644688,15.0,fail_stanford
166,167.0,2022-11-07 20:22:30,False,True,True,True,True,False,True,16.52774066,14.0,pass_all
167,168.0,2022-11-07 20:26:25,False,True,True,True,True,False,True,16.43981847,16.0,pass_all
168,169.0,2022-11-07 20:31:01,False,True,True,True,True,False,True,16.3646367,12.0,pass_all
169,170.0,2022-11-07 20:35:38,False,True,True,True,True,False,True,32.07316788,44.0,pass_all
170,171.0,2022-11-07 20:40:40,False,True,True,True,True,False,True,32.11336121,22.0,pass_all
171,172.0,2022-11-07 20:44:55,False,True,False,False,False,True,False,27.79946592,,fail_all
172,173.0,2022-11-07 20:49:30,False,True,True,False,False,False,True,27.85639587,29.0,fail_stanford
173,174.0,2022-11-07 20:53:44,False,True,True,True,True,False,True,27.88266322,21.0,pass_all
174,175.0,2022-11-07 20:57:49,False,True,True,True,True,False,True,27.9742751,18.0,pass_all
175,176.0,2022-11-07 21:02:14,False,True,True,True,True,False,True,20.8412774,16.0,pass_all
176,177.0,2022-11-07 21:06:59,False,True,True,True,True,False,True,14.71297995,15.0,pass_all
177,178.0,2022-11-07 21:10:48,False,True,True,True,True,False,True,14.65262634,16.0,pass_all
178,179.0,2022-11-07 21:15:49,False,True,True,False,False,False,True,14.6123694,24.0,fail_stanford
179,180.0,2022-11-07 21:19:21,True,False,True,True,True,False,False,0.0,,pass_all
180,181.0,2022-11-07 21:23:59,False,True,True,True,True,False,True,26.24110396,37.0,pass_all
181,182.0,2022-11-07 21:27:56,False,True,True,True,True,False,True,20.83658143,39.0,pass_all
182,183.0,2022-11-07 21:32:14,False,True,True,True,True,False,True,20.8577422,23.0,pass_all
183,184.0,2022-11-07 21:36:12,False,True,True,True,True,False,True,15.73507034,19.0,pass_all
184,185.0,2022-11-07 21:40:54,False,True,True,True,True,False,True,15.7058362,11.0,pass_all
185,186.0,2022-11-07 21:44:51,False,True,True,True,True,False,True,15.69292807,29.0,pass_all
186,187.0,2022-11-07 21:49:21,False,True,True,True,True,False,True,15.70632199,17.0,pass_all
187,188.0,2022-11-07 21:52:49,False,True,True,True,True,False,True,29.68215047,17.0,pass_all
188,189.0,2022-11-07 21:57:19,False,True,True,True,True,False,True,29.7695753,27.0,pass_all
189,190.0,2022-11-07 22:01:42,False,True,True,True,True,False,False,29.91008424,,pass_all
190,191.0,2022-11-07 22:05:59,False,True,True,True,True,False,False,30.07806345,,pass_all
191,192.0,2022-11-07 22:09:39,False,True,True,True,True,False,False,17.30129747,,pass_all
